npi,combined_hs_and_corp,combined_hs_and_corp_name
1154425288,HSI00000452,Hartford Healthcare
1669524187,HSI00000452,Hartford Healthcare
1003873233,HSI00000683,Middlesex Health System
1194781328,HSI00000683,Middlesex Health System
1710370390,HSI00000683,Middlesex Health System
1760451041,HSI00000683,Middlesex Health System
1760454334,HSI00000683,Middlesex Health System
1851350664,HSI00000683,Middlesex Health System
1972563138,HSI00000683,Middlesex Health System
1053477075,HSI00000452,Hartford Healthcare
1063461481,HSI00000452,Hartford Healthcare
1992867006,HSI00000452,Hartford Healthcare
1023191467,HSI00000452,Hartford Healthcare
1053079335,HSI00001272,Yale New Haven Health System
1093862740,HSI00001272,Yale New Haven Health System
1104530666,HSI00001272,Yale New Haven Health System
1144985482,HSI00001272,Yale New Haven Health System
1205822236,HSI00001272,Yale New Haven Health System
1306875877,HSI00001272,Yale New Haven Health System
1831854173,HSI00001272,Yale New Haven Health System
1912040205,HSI00001272,Yale New Haven Health System
1922042258,HSI00001272,Yale New Haven Health System
1962167395,HSI00001272,Yale New Haven Health System
1184639973,HSI00000055,Ascension Health
1639164106,HSI00001253,Nuvance Health
1629195219,HSI00001032,Stamford Health
1902957970,HSI00000452,Hartford Healthcare
1275541005,HSI00000452,Hartford Healthcare
1437109824,HSI00001106,Trinity Health
1952505596,HSI00000452,Hartford Healthcare
1972557486,HSI00001272,Yale New Haven Health System
1295811321,HSI00000452,Hartford Healthcare
1922270446,HSI00000055,Ascension Health
1346236759,HSI00000452,Hartford Healthcare
1922166073,HSI00001272,Yale New Haven Health System
1407898117,HSI00001253,Nuvance Health
1487677951,HSI00000452,Hartford Healthcare
1376608448,HSI00001032,Stamford Health
1821054099,HSI00000452,Hartford Healthcare
1043278351,HSI00001272,Yale New Haven Health System
1720143563,HSI00001106,Trinity Health
1447231865,HSI00000301,Day Kimball Healthcare
1508172545,HSI00001106,Trinity Health
1760690101,HSI00001106,Trinity Health
1568056984,HSI00000268,Connecticut Childrens Medical Center Foundation
1669448882,HSI00000268,Connecticut Childrens Medical Center Foundation
1003882812,HSI00001106,Trinity Health
1083660096,HSI00001106,Trinity Health
1265558001,HSI00000452,Hartford Healthcare
1598755605,HSI00000055,Ascension Health
1649265679,HSI00001286,Bristol Hospital
1093138935,HSI00000683,Middlesex Health System
1366968182,HSI00000683,Middlesex Health System
1740666312,HSI00000683,Middlesex Health System
1336174721,HSI00000452,Hartford Healthcare
1154764819,HSI00000186,Catholic Health
1407815830,HSI00000186,Catholic Health
1497741763,HSI00000186,Catholic Health
1972562239,HSI00000186,Catholic Health
1982663423,HSI00000186,Catholic Health
1689618407,HSI00000730,New York City Health and Hospitals Corporation
1649362740,HSI00000555,LCMC Health System
1881895324,HSI00001032,Stamford Health
1104096049,HSI00000186,Catholic Health
1003864745,HSI00000362,Finger Lakes Regional Health System
1245263367,HSI00000648,Memorial Health System
1548269301,HSI00001427,CommonSpirit Health
1962404384,HSI00000162,Cape Fear Valley Health System
1649341934,HSI00000866,Tower Health
1194958223,HSI00000842,Premier Health
1043668643,HSI00000105,Bellin Health Systems
1063038313,HSI00000105,Bellin Health Systems
1104418037,HSI00000105,Bellin Health Systems
1174971725,HSI00000105,Bellin Health Systems
1356373302,HSI00000105,Bellin Health Systems
1356799969,HSI00000105,Bellin Health Systems
1528412673,HSI00000105,Bellin Health Systems
1609018589,HSI00000105,Bellin Health Systems
1649628249,HSI00000105,Bellin Health Systems
1689151599,HSI00000105,Bellin Health Systems
1790284438,HSI00000105,Bellin Health Systems
1881129351,HSI00000105,Bellin Health Systems
1790835858,HSI00000439,Hackensack Meridian Health
1154379626,HSI00000439,Hackensack Meridian Health
1902977705,HSI00000492,HCA Healthcare
1073539227,HSI00000851,Prospect Medical Holdings
1386724169,HSI00000492,HCA Healthcare
1265638357,HSI00000492,HCA Healthcare
1629175997,HSI00001175,University of Maryland Medical System
1821636002,HSI00001175,University of Maryland Medical System
1831236769,HSI00000863,RWJBarnabas Health
1003086646,HSI00000090,Baxter Regional Medical Center
1114178753,HSI00000090,Baxter Regional Medical Center
1144908351,HSI00000090,Baxter Regional Medical Center
1205157427,HSI00000090,Baxter Regional Medical Center
1235382631,HSI00000090,Baxter Regional Medical Center
1447420997,HSI00000090,Baxter Regional Medical Center
1588329056,HSI00000090,Baxter Regional Medical Center
1639472830,HSI00000090,Baxter Regional Medical Center
1720430309,HSI00000090,Baxter Regional Medical Center
1720515737,HSI00000090,Baxter Regional Medical Center
1841437175,HSI00000090,Baxter Regional Medical Center
1851725139,HSI00000090,Baxter Regional Medical Center
1427041581,HSI00001253,Nuvance Health
1649263880,HSI00001253,Nuvance Health
1598779332,HSI00000805,PIH Health
1245201300,HSI00000711,Mount Sinai Health System
1548676943,HSI00000711,Mount Sinai Health System
1699745984,HSI00000711,Mount Sinai Health System
1811968993,HSI00000711,Mount Sinai Health System
1922079094,HSI00000711,Mount Sinai Health System
1346380870,HSI00001288,Brookdale University Hospital And Medical Center
1407989288,HSI00001288,Brookdale University Hospital And Medical Center
1487787263,HSI00001288,Brookdale University Hospital And Medical Center
1558630426,HSI00001288,Brookdale University Hospital And Medical Center
1639756406,HSI00001288,Brookdale University Hospital And Medical Center
1689849952,HSI00001288,Brookdale University Hospital And Medical Center
1720028772,HSI00001288,Brookdale University Hospital And Medical Center
1841465218,HSI00001288,Brookdale University Hospital And Medical Center
1154461622,HSI00000642,Medisys Health Network
1548217763,HSI00000642,Medisys Health Network
1245370717,HSI00000642,Medisys Health Network
1477505220,HSI00000642,Medisys Health Network
1669505301,HSI00000642,Medisys Health Network
1982737136,HSI00000642,Medisys Health Network
1427017854,HSI00000186,Catholic Health
1598724924,HSI00000186,Catholic Health
1619245610,HSI00000186,Catholic Health
1659330173,HSI00000186,Catholic Health
1073863635,HSI00000767,Northwell Health
1093718728,HSI00000767,Northwell Health
1376642371,HSI00000767,Northwell Health
1750740437,HSI00000767,Northwell Health
1922486182,HSI00000767,Northwell Health
1043402050,HSI00000767,Northwell Health
1386649804,HSI00000767,Northwell Health
1932155678,HSI00000767,Northwell Health
1053354100,HSI00000717,NYU Langone Health
1235210931,HSI00000717,NYU Langone Health
1417232760,HSI00000717,NYU Langone Health
1487743480,HSI00000717,NYU Langone Health
1528133147,HSI00000717,NYU Langone Health
1609877364,HSI00000717,NYU Langone Health
1346261666,HSI00000642,Medisys Health Network
1164481529,HSI00000186,Catholic Health
1225097652,HSI00000186,Catholic Health
1497765630,HSI00000186,Catholic Health
1275529612,HSI00000186,Catholic Health
1518901180,HSI00000186,Catholic Health
1902865355,HSI00000186,Catholic Health
1043279565,HSI00000186,Catholic Health
1760704811,HSI00000186,Catholic Health
1760468698,HSI00000731,New York Presbyterian Healthcare System
1366497448,HSI00001038,Stony Brook Medicine
1982659470,HSI00001038,Stony Brook Medicine
1063468536,HSI00001038,Stony Brook Medicine
1801841184,HSI00001038,Stony Brook Medicine
1295778371,HSI00001038,Stony Brook Medicine
1356380471,HSI00001038,Stony Brook Medicine
1659310241,HSI00001038,Stony Brook Medicine
1821035601,HSI00001038,Stony Brook Medicine
1437262755,HSI00000767,Northwell Health
1538114723,HSI00001038,Stony Brook Medicine
1083660575,HSI00001038,Stony Brook Medicine
1699720888,HSI00001038,Stony Brook Medicine
1437105905,HSI00001038,Stony Brook Medicine
1154377638,HSI00001038,Stony Brook Medicine
1538114707,HSI00001038,Stony Brook Medicine
1154376309,HSI00001038,Stony Brook Medicine
1912944794,HSI00001038,Stony Brook Medicine
1700831195,HSI00001038,Stony Brook Medicine
1730126517,HSI00001038,Stony Brook Medicine
1376580720,HSI00001407,The Brooklyn Hospital Center
1568459204,HSI00000767,Northwell Health
1821394016,HSI00000767,Northwell Health
1215019500,HSI00000767,Northwell Health
1497700819,HSI00001038,Stony Brook Medicine
1801834411,HSI00000186,Catholic Health
1932272978,HSI00000731,New York Presbyterian Healthcare System
1265487672,HSI00001038,Stony Brook Medicine
1184670465,HSI00000642,Medisys Health Network
1598878217,HSI00000767,Northwell Health
1508812892,HSI00000642,Medisys Health Network
1104878180,HSI00000903,SUNY Downstate Medical Center
1366506271,HSI00000903,SUNY Downstate Medical Center
1477500916,HSI00000903,SUNY Downstate Medical Center
1497709901,HSI00000903,SUNY Downstate Medical Center
1538116082,HSI00000903,SUNY Downstate Medical Center
1689715476,HSI00000903,SUNY Downstate Medical Center
1376952804,HSI00000186,Catholic Health
1215984422,HSI00001288,Brookdale University Hospital And Medical Center
1962459644,HSI00001288,Brookdale University Hospital And Medical Center
1487620613,HSI00000767,Northwell Health
1427005065,HSI00000642,Medisys Health Network
1326045477,HSI00000767,Northwell Health
1013968593,HSI00000767,Northwell Health
1578593588,HSI00000767,Northwell Health
1265547178,HSI00000767,Northwell Health
1811948284,HSI00000767,Northwell Health
1497716534,HSI00000767,Northwell Health
1538186143,HSI00000767,Northwell Health
1700803392,HSI00000767,Northwell Health
1801857172,HSI00000767,Northwell Health
1891712485,HSI00000767,Northwell Health
1902822992,HSI00000767,Northwell Health
1275640609,HSI00000711,Mount Sinai Health System
1932216660,HSI00000767,Northwell Health
1013020726,HSI00000767,Northwell Health
1639160385,HSI00000347,Episcopal Health Services
1053344846,HSI00000767,Northwell Health
1659484368,HSI00000767,Northwell Health
1164585725,HSI00000186,Catholic Health
1619935525,HSI00001086,The Ohio State University Wexner Medical Center
1376656710,HSI00000767,Northwell Health
1013988054,HSI00000863,RWJBarnabas Health
1831143403,HSI00000025,Allegheny Health Network
1649205816,HSI00000686,Lecom Health
1902859861,HSI00000987,Sinai Health System
1134291388,HSI00000933,Saint Lukes Episcopal Presbyterian Hospital
1780629410,HSI00000492,HCA Healthcare
1427267368,HSI00000492,HCA Healthcare
1164617106,HSI00000492,HCA Healthcare
1770741498,HSI00000492,HCA Healthcare
1003211194,HSI00000731,New York Presbyterian Healthcare System
1013958610,HSI00000731,New York Presbyterian Healthcare System
1073827309,HSI00000731,New York Presbyterian Healthcare System
1124170212,HSI00000731,New York Presbyterian Healthcare System
1124333182,HSI00000731,New York Presbyterian Healthcare System
1144729385,HSI00000731,New York Presbyterian Healthcare System
1164768305,HSI00000731,New York Presbyterian Healthcare System
1174634406,HSI00000731,New York Presbyterian Healthcare System
1174648117,HSI00000731,New York Presbyterian Healthcare System
1245355270,HSI00000731,New York Presbyterian Healthcare System
1255661153,HSI00000731,New York Presbyterian Healthcare System
1275677395,HSI00000731,New York Presbyterian Healthcare System
1285742122,HSI00000731,New York Presbyterian Healthcare System
1306959671,HSI00000731,New York Presbyterian Healthcare System
1326162850,HSI00000731,New York Presbyterian Healthcare System
1336510643,HSI00000731,New York Presbyterian Healthcare System
1346554672,HSI00000731,New York Presbyterian Healthcare System
1356655682,HSI00000731,New York Presbyterian Healthcare System
1417071945,HSI00000731,New York Presbyterian Healthcare System
1417990649,HSI00000731,New York Presbyterian Healthcare System
1437273968,HSI00000731,New York Presbyterian Healthcare System
1447502547,HSI00000731,New York Presbyterian Healthcare System
1477661304,HSI00000731,New York Presbyterian Healthcare System
1508513037,HSI00000731,New York Presbyterian Healthcare System
1508981796,HSI00000731,New York Presbyterian Healthcare System
1528372851,HSI00000731,New York Presbyterian Healthcare System
1538109269,HSI00000731,New York Presbyterian Healthcare System
1619917341,HSI00000731,New York Presbyterian Healthcare System
1629382007,HSI00000731,New York Presbyterian Healthcare System
1649286139,HSI00000731,New York Presbyterian Healthcare System
1669480117,HSI00000731,New York Presbyterian Healthcare System
1669579017,HSI00000731,New York Presbyterian Healthcare System
1710291042,HSI00000731,New York Presbyterian Healthcare System
1811005754,HSI00000731,New York Presbyterian Healthcare System
1811201148,HSI00000731,New York Presbyterian Healthcare System
1831100882,HSI00000731,New York Presbyterian Healthcare System
1851600662,HSI00000731,New York Presbyterian Healthcare System
1871692210,HSI00000731,New York Presbyterian Healthcare System
1881604866,HSI00000731,New York Presbyterian Healthcare System
1902914849,HSI00000731,New York Presbyterian Healthcare System
1922148576,HSI00000731,New York Presbyterian Healthcare System
1932143815,HSI00000731,New York Presbyterian Healthcare System
1952345647,HSI00000731,New York Presbyterian Healthcare System
1982918215,HSI00000731,New York Presbyterian Healthcare System
1003587106,HSI00000700,Montefiore Medical Center
1063525152,HSI00000700,Montefiore Medical Center
1124738091,HSI00000700,Montefiore Medical Center
1124780630,HSI00000700,Montefiore Medical Center
1124799226,HSI00000700,Montefiore Medical Center
1154051225,HSI00000700,Montefiore Medical Center
1154092252,HSI00000700,Montefiore Medical Center
1275710519,HSI00000700,Montefiore Medical Center
1356012454,HSI00000700,Montefiore Medical Center
1366113466,HSI00000700,Montefiore Medical Center
1457406621,HSI00000700,Montefiore Medical Center
1477224566,HSI00000700,Montefiore Medical Center
1598436693,HSI00000700,Montefiore Medical Center
1659156255,HSI00000700,Montefiore Medical Center
1811668908,HSI00000700,Montefiore Medical Center
1881365989,HSI00000700,Montefiore Medical Center
1922779016,HSI00000700,Montefiore Medical Center
1952476988,HSI00000700,Montefiore Medical Center
1962133579,HSI00000700,Montefiore Medical Center
1073881835,HSI00000700,Montefiore Medical Center
1104808062,HSI00000700,Montefiore Medical Center
1538180559,HSI00000700,Montefiore Medical Center
1922405190,HSI00000700,Montefiore Medical Center
1215038096,HSI00000910,SBH Health System
1326148669,HSI00000910,SBH Health System
1477228971,HSI00000910,SBH Health System
1548367873,HSI00000910,SBH Health System
1588271506,HSI00000910,SBH Health System
1356316921,HSI00000925,Saint Joseph Medical Center
1477640258,HSI00000925,Saint Joseph Medical Center
1619032273,HSI00000925,Saint Joseph Medical Center
1083796213,HSI00000140,BronxCare Health System
1245390855,HSI00000140,BronxCare Health System
1306190558,HSI00000140,BronxCare Health System
1417027558,HSI00000140,BronxCare Health System
1801428222,HSI00000140,BronxCare Health System
1831515154,HSI00000140,BronxCare Health System
1003824608,HSI00000730,New York City Health and Hospitals Corporation
1013924372,HSI00000730,New York City Health and Hospitals Corporation
1033124961,HSI00000730,New York City Health and Hospitals Corporation
1043224355,HSI00000730,New York City Health and Hospitals Corporation
1063426377,HSI00000730,New York City Health and Hospitals Corporation
1063577831,HSI00000730,New York City Health and Hospitals Corporation
1073535027,HSI00000730,New York City Health and Hospitals Corporation
1134137375,HSI00000730,New York City Health and Hospitals Corporation
1225765621,HSI00000730,New York City Health and Hospitals Corporation
1235147497,HSI00000730,New York City Health and Hospitals Corporation
1235764622,HSI00000730,New York City Health and Hospitals Corporation
1356406136,HSI00000730,New York City Health and Hospitals Corporation
1427063270,HSI00000730,New York City Health and Hospitals Corporation
1548208127,HSI00000730,New York City Health and Hospitals Corporation
1548998347,HSI00000730,New York City Health and Hospitals Corporation
1598445322,HSI00000730,New York City Health and Hospitals Corporation
1649346222,HSI00000730,New York City Health and Hospitals Corporation
1801803903,HSI00000730,New York City Health and Hospitals Corporation
1922736727,HSI00000730,New York City Health and Hospitals Corporation
1083715460,HSI00000730,New York City Health and Hospitals Corporation
1124032982,HSI00000730,New York City Health and Hospitals Corporation
1184632945,HSI00000730,New York City Health and Hospitals Corporation
1285642512,HSI00000730,New York City Health and Hospitals Corporation
1467469023,HSI00000730,New York City Health and Hospitals Corporation
